COD_DISCIPLINA,NOME_DISCIPLINA,COD_TURMA,VAGAS_OFERECIDAS,DIA_SEMANA,HR_INICIO,HR_FIM,TIPO_AULA,COD_CURSO,NOME_UNIDADE,ITEM_TABELA,DIA_ITEM,DT_INICIO_PERIODO,DT_FIM_PERIODO,COD_OPERADOR,NOME_USUARIO,VERSAO_CURSO,CH_TEORICA,CH_PRATICA,CH_ESTAGIO

CI205,ADMINISTRACAO DA PRODUCAO P/ INFORMATICA,A,42,2ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,2,2,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI205,ADMINISTRACAO DA PRODUCAO P/ INFORMATICA,A,42,4ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI204,ADMINISTRACAO DE INFORMATICA,A,40,3ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI204,ADMINISTRACAO DE INFORMATICA,A,40,5ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CM005,Álgebra Linear,F,81,2ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,2,2,29/02/2016,02/07/2016,266682,MICHELLE BARBOSA GOMES,2011 - Ciência da Computação,60,,
CM005,Álgebra Linear,F,81,4ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,266682,MICHELLE BARBOSA GOMES,2011 - Ciência da Computação,60,,
CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,A,30,4ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,A,30,6ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,B,30,4ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,221224,VANESSA LUCAS GONÇALVES,2011 - Ciência da Computação,30,30,
CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,B,30,6ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,221224,VANESSA LUCAS GONÇALVES,2011 - Ciência da Computação,30,30,
CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,C,30,4ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,C,30,6ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,D,30,4ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,D,30,6ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,A,60,4ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,A,60,6ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,A,41,4ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,A,41,6ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,B,40,4ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,B,40,6ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI065,ALGORITMOS E TEORIA DOS GRAFOS,A,57,4ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI065,ALGORITMOS E TEORIA DOS GRAFOS,A,57,6ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI065,ALGORITMOS E TEORIA DOS GRAFOS,B,66,,,,,21A,Curso de Ciência da Computação - Bacharelado,,,,,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI165,Análise de Algoritmos,A,60,,,,,21A,Curso de Ciência da Computação - Bacharelado,,,,,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CM201,CALCULO DIFERENCIAL E INTEGRAL I,G,97,2ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,2,2,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,60,,
CM201,CALCULO DIFERENCIAL E INTEGRAL I,G,97,4ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,60,,
CI068,CIRCUITOS LOGICOS,A,50,3ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI068,CIRCUITOS LOGICOS,A,50,5ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI068,CIRCUITOS LOGICOS,B,35,3ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,41095,DANIEL DIAS,2011 - Ciência da Computação,30,30,
CI068,CIRCUITOS LOGICOS,B,35,5ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,41095,DANIEL DIAS,2011 - Ciência da Computação,30,30,
CI068,CIRCUITOS LOGICOS,C,47,3ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI068,CIRCUITOS LOGICOS,C,47,5ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI211,CONSTRUCAO DE COMPILADORES,A,60,3ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI211,CONSTRUCAO DE COMPILADORES,A,60,5ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI162,Engenharia de Requisitos,A,60,4ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI162,Engenharia de Requisitos,A,60,6ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI221,ENGENHARIA DE SOFTWARE,A,60,2ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,2,2,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI221,ENGENHARIA DE SOFTWARE,A,60,6ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI235,ESTAGIO SUPERVISIONADO I,A,100,,,,,21A,Curso de Ciência da Computação - Bacharelado,,,,,253563,ERALDO DE PAULA FRANCO,1998 - Bacharelado em Ciência da Computação,,,180
CI236,ESTAGIO SUPERVISIONADO II,A,100,,,,,21A,Curso de Ciência da Computação - Bacharelado,,,,,256970,STAEL REGINA PADILHA,1998 - Bacharelado em Ciência da Computação,,,180
CE003,Estatística II,O,60,2ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,2,2,29/02/2016,02/07/2016,9352,MARCOS ANTONIO BATISTA DA SILVA,2011 - Ciência da Computação,60,,
CE003,Estatística II,O,60,4ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,9352,MARCOS ANTONIO BATISTA DA SILVA,2011 - Ciência da Computação,60,,
CM045,Geometria Analítica,I,102,3ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,60,,
CM045,Geometria Analítica,I,102,5ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,60,,
CI209,INTELIGENCIA ARTIFICIAL,A,60,3ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI209,INTELIGENCIA ARTIFICIAL,A,60,5ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CM046,INTRODUCAO A ALGEBRA,A,112,3ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,60,,
CM046,INTRODUCAO A ALGEBRA,A,112,5ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,60,,
CI059,INTRODUCAO A TEORIA DA COMPUTACAO,A,61,3ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI059,INTRODUCAO A TEORIA DA COMPUTACAO,A,61,5ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,A,60,3ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,60,,
SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,A,60,5ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,60,,
CI237,MATEMATICA DISCRETA,A,45,3ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI237,MATEMATICA DISCRETA,A,45,5ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI237,MATEMATICA DISCRETA,B,45,3ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI237,MATEMATICA DISCRETA,B,45,5ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI166,Metodologia Científica,A,30,3ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI166,Metodologia Científica,A,30,5ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI166,Metodologia Científica,B,30,3ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,3251,GILCELLY FERNANDA BAHL,2011 - Ciência da Computação,30,30,
CI166,Metodologia Científica,B,30,5ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,3251,GILCELLY FERNANDA BAHL,2011 - Ciência da Computação,30,30,
CI067,OFICINA DE COMPUTACAO,A,30,3ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,9175,SIRLENE DAS NEVES,2011 - Ciência da Computação,30,30,
CI067,OFICINA DE COMPUTACAO,A,30,5ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,9175,SIRLENE DAS NEVES,2011 - Ciência da Computação,30,30,
CI067,OFICINA DE COMPUTACAO,B,30,3ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI067,OFICINA DE COMPUTACAO,B,30,5ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,A,35,3ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,3251,GILCELLY FERNANDA BAHL,2011 - Ciência da Computação,30,30,
CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,A,35,5ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,3251,GILCELLY FERNANDA BAHL,2011 - Ciência da Computação,30,30,
CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,B,35,3ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,3251,GILCELLY FERNANDA BAHL,2011 - Ciência da Computação,30,30,
CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,B,35,5ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,3251,GILCELLY FERNANDA BAHL,2011 - Ciência da Computação,30,30,
CI316,Programação Paralela,A,10,3ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI316,Programação Paralela,A,10,5ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI163,Projeto de Software,A,67,4ª feira,17:30:00,19:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI163,Projeto de Software,A,67,6ª feira,17:30:00,19:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,6,6,29/02/2016,02/07/2016,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,A,60,3ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,A,60,5ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI061,REDE DE COMPUTADORES II,A,60,3ª feira,19:30:00,21:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI061,REDE DE COMPUTADORES II,A,60,5ª feira,19:30:00,21:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI218,SISTEMAS DE BANCOS DE DADOS,A,60,,,,,21A,Curso de Ciência da Computação - Bacharelado,,,,,232503,ANDRE LUIS VIGNATTI,2011 - Ciência da Computação,30,30,
CI215,SISTEMAS OPERACIONAIS,A,60,3ª feira,15:30:00,17:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI215,SISTEMAS OPERACIONAIS,A,60,5ª feira,15:30:00,17:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI064,SOFTWARE BASICO I,A,55,2ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,2,2,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI064,SOFTWARE BASICO I,A,55,4ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI064,SOFTWARE BASICO I,B,55,2ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,2,2,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI064,SOFTWARE BASICO I,B,55,4ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI062,TECNICAS ALTERNATIVAS DE PROGRAMACAO,A,60,3ª feira,13:30:00,15:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,3,3,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI062,TECNICAS ALTERNATIVAS DE PROGRAMACAO,A,60,5ª feira,13:30:00,15:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,5,5,29/02/2016,02/07/2016,256970,STAEL REGINA PADILHA,2011 - Ciência da Computação,30,30,
CI220,TEORIA DE SISTEMAS,A,60,2ª feira,19:30:00,21:30:00,Teórica,21A,Curso de Ciência da Computação - Bacharelado,2,2,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
CI220,TEORIA DE SISTEMAS,A,60,4ª feira,19:30:00,21:30:00,Prática,21A,Curso de Ciência da Computação - Bacharelado,4,4,29/02/2016,02/07/2016,72,LETICIA LEONI,2011 - Ciência da Computação,30,30,
